2025-09-24	rust-lang/rust-analyzer	contrib	CONTRIBUTING.md	CONTRIBUTING.md	30	1	1810	1	1	0	0	0	3	2	0	0
2025-09-24	sst/opencode	intro	README.md	README.md	110	98	2772	1504	1394	12	3	3	11	7	1	1
2025-09-24	sst/opencode	agent	AGENTS.md	AGENTS.md	16	4	2772	30	14	0	0	0	2	0	1	1
2025-09-24	tauri-apps/tauri	intro	README.md	README.md	96	6	723	13	13	1	1	6	9	32	0	0
2025-09-24	tauri-apps/tauri	arch	ARCHITECTURE.md	ARCHITECTURE.md	193	1	723	1	1	8	6	1	33	26	3	2
2025-09-24	tigerbeetle/tigerbeetle	intro	README.md	README.md	58	9	2124	30	161	31	5	0	3	6	0	0
2025-09-24	tigerbeetle/tigerbeetle	arch	docs/internals/ARCHITECTURE.md	docs/internals/ARCHITECTURE.md	705	32	2124	1187	482	0	0	14	32	45	0	0
2025-09-24	tursodatabase/turso	intro	README.md	README.md	396	79	6354	634	362	90	9	2	33	20	1	0
2025-09-24	tursodatabase/turso	contrib	CONTRIBUTING.md	CONTRIBUTING.md	333	25	6354	283	37	64	13	2	16	19	1	0
2025-09-24	typst/typst	intro	README.md	README.md	285	6	702	51	22	23	2	0	16	8	1	0
2025-09-24	typst/typst	arch	docs/dev/architecture.md	docs/dev/architecture.md	200	4	702	16	10	0	0	0	9	1	17	16
2025-09-24	typst/typst	contrib	CONTRIBUTING.md	CONTRIBUTING.md	73	1	702	2	2	0	0	0	1	0	1	1
2025-09-24	vercel/turborepo	intro	README.md	README.md	54	4	1029	6	6	0	0	0	7	7	0	0
2025-09-24	vercel/turborepo	arch	crates/turborepo/ARCHITECTURE.md	crates/turborepo/ARCHITECTURE.md	259	1	1029	259	0	33	0	0	29	0	19	17
2025-09-24	vercel/turborepo	contrib	CONTRIBUTING.md	CONTRIBUTING.md	259	18	1029	237	166	11	5	0	20	37	3	2
2025-09-24	zed-industries/zed	intro	README.md	README.md	40	3	8915	3	6	0	0	0	5	18	1	1
2025-09-24	zed-industries/zed	agent	CLAUDE.md	.rules	143	9	8915	148	5	7	0	0	13	0	8	6
2025-09-24	zed-industries/zed	contrib	CONTRIBUTING.md	CONTRIBUTING.md	91	9	8915	103	66	0	0	0	6	20	0	0
